,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
250,PIXELPixels,PIXEL,15448515105.0,20.0,64351137528.0,2581623445.0,3.41,,-14.1,0
251,BANDBand Protocol,BAND,15196987864.0,106.0,12004143189.0,494739947.0,1.35,2.07,10.88,0
252,BORGSwissBorg,BORG,15137806878.0,15.0,82125045449.0,111288151.0,1.65,-0.95,0.98,0
253,USDYOndo US Dollar Yield,USDY,15061632185.0,88.0,14365718168.0,24464212.0,,0.15,0.73,0
254,FLEXFLEX,FLEX,15022777132.0,152.0,8234575809.0,,,-0.03,-0.93,0
255,MOBILEHelium Mobile,MOBILE,14809619708.0,0.0,6865608837037.0,1323866974.0,4.32,20.04,87.22,0
256,0x00x0.ai,0x0,14676042145.0,17.0,72490305954.0,109710173.0,0.25,0.64,-5.95,0
257,ALTAltlayer,ALT,14470955052.0,13.0,91806000000.0,2858177753.0,-0.1,-8.26,-18.16,0
258,BOMBLollybomb Meme Coin,BOMB,14276705491.0,1.0,834600000000.0,225570931.0,-5.62,-35.86,27.58,0
259,FNSAFINSCHIA,FNSA,14218130509.0,1785.0,664634628.0,27584031.0,0.53,-0.64,-5.34,0
260,ZIGZignaly,ZIG,14099029249.0,10.0,119623947357.0,909779182.0,-0.47,-4.15,39.09,0
261,CTCCreditcoin,CTC,13997187602.0,40.0,29218699102.0,536844348.0,0.44,-1.74,2.21,0
262,USDJUSDJ,USDJ,13828691794.0,90.0,12841137489.0,20720865.0,0.24,0.09,0.37,0
263,KUJIKujira,KUJI,13713908087.0,112.0,10211314892.0,60783083.0,4.97,13.08,13.62,0
264,DESODecentralized Social,DESO,13706782356.0,1543.0,741503375.0,510224447.0,1.7,-0.75,3.13,0
265,KDAKadena,KDA,13670304494.0,49.0,23462919428.0,301293187.0,0.89,-4.58,-1.88,1
266,AGIDelysium,AGI,13691957773.0,18.0,64401394553.0,696686773.0,0.32,-3.84,-11.81,0
267,PONDMarlin,POND,13555774672.0,2.0,674972399040.0,200560973.0,0.61,0.2,6.75,0
268,ICXICON,ICX,13533531164.0,13.0,83988155912.0,94831842.0,1.7,0.9,0.55,0
269,TAIKOTaiko,TAIKO,13223887803.0,200.0,5504320119.0,5275128526.0,0.18,2.51,22.94,0
270,NOSNosana,NOS,13180468573.0,274.0,4022577121.0,106418093.0,1.05,1.89,3.66,0
271,TRUTrueFi,TRU,13185204511.0,12.0,95670181725.0,2838063810.0,2.92,2.31,-5.07,0
272,NTRNNeutron,NTRN,13072064132.0,36.0,30118150025.0,588048811.0,0.35,0.04,-4.43,0
273,ANDYANDY (ETH),ANDY,12902669960.0,0.0,83460000000000.0,404217061.0,0.45,-1.73,-17.8,0
274,APUApu Apustaja,APU,12867324650.0,0.0,26110170962729.0,958907160.0,-0.26,-14.07,-9.84,0
275,MAGICTreasure,MAGIC,12752877538.0,48.0,22059225802.0,1460411289.0,1.46,-0.32,-8.7,0
276,BALBalancer,BAL,12563255917.0,218.0,4809459450.0,1257488398.0,1.75,-2.34,-14.28,0
277,LISTALista DAO,LISTA,12504087284.0,54.0,19195800000.0,4430317529.0,0.19,-5.95,-13.97,0
278,RLCiExec RLC,RLC,12472246125.0,172.0,6041047456.0,257099782.0,1.23,-2.45,-4.7,0
279,SXPSolar,SXP,12468706086.0,20.0,50833337740.0,340808159.0,0.95,0.01,-4.65,0
280,AZEROAleph Zero,AZERO,12359508942.0,46.0,22265371250.0,92344818.0,0.05,-2.61,-7.73,0
281,COTICOTI,COTI,12262665964.0,8.0,131252526555.0,355796991.0,2.23,-0.04,-3.51,0
282,LSKLisk,LSK,12179725836.0,83.0,12138763334.0,870793264.0,1.24,-3.24,-3.87,0
283,STORJStorj,STORJ,12174641453.0,31.0,32278148156.0,659479554.0,1.81,-0.83,-4.23,0
284,BANANABanana Gun,BANANA,12120079311.0,4673.0,216451841.0,265532163.0,,4.96,2.62,0
285,C98Coin98,C98,11806369028.0,15.0,66118857050.0,487937373.0,1.86,-0.75,-1.64,0
286,CRVUSDcrvUSD,CRVUSD,11683393222.0,83.0,11749857010.0,1781127038.0,0.03,-0.02,-0.16,0
287,$MICHImichi,$MICHI,11536018302.0,21.0,46384606514.0,1343391272.0,11.99,-10.71,37.5,0
288,NPCNon-Playable Coin,NPC,11463275234.0,2.0,575361755737.0,373363234.0,-0.14,-9.03,-28.17,0
289,SUREinSure DeFi,SURE,11425787839.0,0.0,2235898672586.0,35809264.0,,0.21,-3.94,0
290,VENOMVenom,VENOM,11411937569.0,12.0,82535202274.0,413942404.0,-0.59,6.68,-13.94,0
291,PROPropy,PRO,11385542259.0,114.0,8346000000.0,299037430.0,-0.12,-3.47,-6.17,0
292,WAXPWAX,WAXP,11329928771.0,3.0,287934251579.0,349614357.0,1.25,-1.07,-3.34,0
293,ONGOntology Gas,ONG,11245136333.0,29.0,32055476876.0,429168680.0,0.78,-2.88,-1.97,0
294,EURSSTASIS EURO,EURS,11195093049.0,90.0,10359550952.0,124764187.0,-0.04,0.86,0.24,0
295,DGBDigiByte,DGB,11131617379.0,1.0,1427636072843.0,529569891.0,0.88,-2.34,-7.09,1
296,CTSICartesi,CTSI,11107190056.0,14.0,68526330439.0,241080303.0,1.62,-2.37,-5.33,0
297,MYROMyro,MYRO,11069351962.0,12.0,78803250400.0,1675072413.0,3.11,-0.39,-7.68,0
298,XEMNEM,XEM,11033739580.0,1.0,751139999917.0,3238678904.0,0.12,-0.17,-4.65,0
299,SAGASaga,SAGA,11005699441.0,114.0,8036868917.0,2192899398.0,2.86,,-9.5,0
300,ZENTZentry,ZENT,10990891968.0,2.0,457678684284.0,1716337373.0,0.54,2.22,-0.72,0
301,MRSMetars Genesis,MRS,10944278556.0,130.0,7030278388.0,8883900.0,0.42,-2.15,0.35,0
302,VVSVVS Finance,VVS,10930913021.0,0.0,3829211960479162.0,9692460.0,-0.25,-1.41,-4.08,0
303,SLERFSLERF,SLERF,10818820983.0,22.0,41729812215.0,2381289066.0,2.33,1.72,4.61,0
304,IOSTIOST,IOST,10759801994.0,1.0,1778949900000.0,1616392020.0,0.34,-8.5,-10.71,0
305,LCXLCX,LCX,10750345976.0,14.0,64396463318.0,74006319.0,0.92,-6.68,-16.41,0
306,JOEJOE,JOE,10599641753.0,29.0,30020079768.0,365253843.0,1.61,0.13,3.96,0
307,PROMProm,PROM,10554650136.0,578.0,1523145000.0,131472702.0,1.18,-4.5,-11.54,0
308,OMNIOmni Network,OMNI,10517524291.0,1285.0,683053082.0,2703346517.0,1.68,3.52,6.9,0
309,AISleepless AI,AI,10504206245.0,57.0,15414018750.0,1239796297.0,2.14,1.23,-4.16,0
310,POLPolygon Ecosystem Token,POL,10344953131.0,47.0,18200736048.0,59814864.0,1.02,0.96,-0.63,0
311,DUSKDusk,DUSK,10343305046.0,25.0,35150381575.0,1011341907.0,2.06,-2.08,-8.27,0
312,BMXBitMart Token,BMX,10282384921.0,32.0,27064543671.0,71488665.0,-0.07,-0.88,-6.23,0
313,STRDStride,STRD,10225193956.0,116.0,7329935259.0,4682440.0,0.66,-5.83,10.9,0
314,USDPPax Dollar,USDP,10217262836.0,83.0,10215487809.0,477324933.0,,-0.18,0.03,0
315,SLPSmooth Love Potion,SLP,10125520850.0,0.0,3452097355109.0,441811451.0,1.45,-1.37,-5.94,0
316,MERLMerlin Chain,MERL,10096718053.0,24.0,34635900000.0,2298790024.0,4.6,3.52,-4.66,0
317,XNONano,XNO,10107416289.0,76.0,11120902868.0,152523651.0,1.43,-3.47,-1.61,0
318,CQTCovalent,CQT,10093100312.0,13.0,67329133545.0,80500508.0,0.07,-6.43,-1.74,0
319,WMTWorld Mobile Token,WMT,10076974171.0,20.0,41048862492.0,130922033.0,0.8,-2.03,-2.02,0
320,APEXApeX Protocol,APEX,9914049568.0,210.0,3937317056.0,5006234010.0,-0.09,-0.91,-4.59,0
321,BTRSTBraintrust,BTRST,9830914478.0,42.0,19533379592.0,15273848.0,0.31,0.8,-11.03,0
322,SDEXSmarDex,SDEX,9819934814.0,1.0,697101566075.0,46371044.0,-0.3,-1.53,12.39,0
323,WAVESWaves,WAVES,9795950663.0,85.0,9599268076.0,2762318185.0,0.73,-2.86,5.99,0
324,COQCoq Inu,COQ,9760986432.0,0.0,5793793200000000.0,272666491.0,0.73,-3.02,8.98,0
325,NMRNumeraire,NMR,9699412732.0,1328.0,609728464.0,459452892.0,1.64,-6.45,-16.98,0
326,TOSHIToshi,TOSHI,9703636476.0,0.0,34057463778000.0,69070328.0,0.34,-2.18,1.27,0
327,GUSDGemini Dollar,GUSD,9663128664.0,83.0,9663518172.0,157289551.0,-0.01,-0.08,-0.12,0
328,CELRCeler Network,CELR,9598903189.0,1.0,646266175970.0,505900134.0,0.79,-4.8,-12.04,0
329,PHAPhala Network,PHA,9621291084.0,13.0,61212563970.0,1164449026.0,0.49,9.1,25.89,0
330,CYBERCyber,CYBER,9518995664.0,410.0,1940375478.0,2769581124.0,0.86,4.74,-5.71,0
331,ACEFusionist,ACE,9502673726.0,282.0,2814342725.0,755657189.0,2.56,0.25,-4.63,0
332,SUNSun (New),SUN,9497717787.0,1.0,830563934658.0,1700061922.0,0.18,-1.38,-0.22,0
333,BIGTIMEBig Time,BIGTIME,9492431181.0,10.0,81572400286.0,969044212.0,2.63,1.02,-7.15,0
334,BONEBone ShibaSwap,BONE,9459705346.0,41.0,19189402874.0,420491677.0,0.62,-2.1,-2.69,0
335,NAKANakamoto Games,NAKA,9431405896.0,104.0,7550096396.0,5581630619.0,1.46,1.3,11.13,0
336,MCOINMCOIN,MCOIN,9395610737.0,53.0,14772420000.0,172206774.0,-0.08,0.47,-12.25,0
337,ORAIOraichain,ORAI,9394360089.0,739.0,1060449437.0,359434929.0,0.68,-4.44,-4.4,0
338,XYMSymbol,XYM,9387425731.0,2.0,493077500740.0,16228964.0,-0.08,-1.88,-1.43,0
339,GominingGomining,Gomining,9352384967.0,23.0,33521137883.0,389722396.0,0.38,-0.25,-7.69,0
340,AUCTIONBounce Token,AUCTION,9300437126.0,1431.0,542493088.0,1514433612.0,1.5,0.52,2.18,0
341,IQIQ,IQ,9232587985.0,0.0,1549545597672.0,166115613.0,-0.02,-2.32,-5.76,0
342,LONTokenlon Network Token,LON,9256353804.0,80.0,9630725820.0,50798931.0,0.79,1.31,2.64,0
343,POKTPocket Network,POKT,9253268956.0,6.0,136819804724.0,46393244.0,0.18,-0.39,-10.14,0
344,DAGConstellation,DAG,9232879928.0,3.0,239817996620.0,360573156.0,-0.99,10.48,24.47,0
345,REQRequest,REQ,9131764299.0,9.0,83431073014.0,108435655.0,0.91,-1.96,-0.97,0
346,BZRBazaars,BZR,9117042456.0,781.0,974173997.0,37094632.0,0.32,-1.36,0.48,0
347,ZENHorizen,ZEN,9109490745.0,601.0,1265765293.0,1104153015.0,0.3,0.02,7.63,1
348,LADYSMilady Meme Coin,LADYS,9043405698.0,,6.129018829894964e+16,715983810.0,7.87,5.27,-2.43,0
349,HIVEHive,HIVE,9035357233.0,18.0,41792531821.0,158801345.0,0.59,-1.6,-7.28,0
350,OZOOzone Chain,OZO,9019025530.0,18.0,40903280710.0,43260990.0,0.2,0.34,-0.49,0
351,EVEREverscale,EVER,8995258625.0,5.0,164446770146.0,103332076.0,1.37,9.0,-6.84,0
352,POWRPowerledger,POWR,8987687635.0,18.0,42762826681.0,375017495.0,0.78,-1.74,-3.87,0
353,BITCOINHarryPotterObamaSonic10Inu (ERC-20),BITCOIN,8919814958.0,9.0,83443154016.0,290711294.0,0.71,-4.34,1.56,0
354,HONEYHivemapper,HONEY,8896768731.0,5.0,152375867303.0,57942355.0,1.92,-0.36,1.3,0
355,WILDWilder World,WILD,8897666844.0,34.0,21709759669.0,36464759.0,0.35,-0.19,3.31,0
356,ALPHAlephium,ALPH,8870526988.0,108.0,6815865642.0,125804182.0,1.59,-2.42,-8.92,1
357,OASOasys,OAS,8840812307.0,4.0,185733735810.0,122866474.0,0.0,-0.24,-3.05,0
358,CVCCivic,CVC,8796141593.0,9.0,83460000000.0,518613680.0,1.05,-0.18,-2.74,0
359,XAIXai,XAI,8751002419.0,32.0,23128280799.0,3940432534.0,-0.74,-3.41,-22.2,0
360,MLKMiL.k,MLK,8732858549.0,24.0,30657435245.0,263189942.0,0.39,-0.18,-0.53,0
361,BORABORA,BORA,8718006675.0,9.0,82938375000.0,53334445.0,-0.05,-1.46,-1.6,0
362,KEEPKeep Network,KEEP,8699512023.0,9.0,79394579189.0,2802170.0,2.99,-13.11,-3.59,0
363,NYMNYM,NYM,8681418229.0,11.0,66149304677.0,112950508.0,0.12,-2.92,-6.38,0
364,SPELLSpell Token,SPELL,8529060162.0,0.0,12173569619943.0,286804531.0,1.64,-0.92,-2.45,0
365,DENTDent,DENT,8480405653.0,0.0,8346000000000.0,135737424.0,1.32,0.36,2.89,0
366,KNCKyber Network Crystal v2,KNC,8473073859.0,45.0,15736930164.0,1381505201.0,1.0,0.68,-4.15,0
367,MOVRMoonriver,MOVR,8443912351.0,936.0,753276743.0,225995408.0,1.48,-1.21,-3.88,0
368,LMWRLimeWire,LMWR,8420342329.0,29.0,24167961882.0,398601789.0,0.6,-6.57,-19.01,0
369,USTCTerraClassicUSD,USTC,8391474600.0,1.0,467025633501.0,707225351.0,0.66,-0.82,-0.32,0
370,SHDWShadow Token,SHDW,8377443054.0,52.0,13454518997.0,105327021.0,1.18,2.98,-3.33,0
371,SYSSyscoin,SYS,8365905961.0,11.0,65908262766.0,99634298.0,1.23,-1.45,1.7,1
372,XVSVenus,XVS,8329420838.0,518.0,1341796268.0,248325632.0,0.31,-0.18,-2.93,0
373,PCIPaycoin,PCI,8285311477.0,8.0,84113629509.0,72377847.0,-0.01,-1.72,-2.09,0
374,PYRVulcan Forged (PYR),PYR,8241478201.0,293.0,2345226000.0,228585172.0,0.79,-3.11,-5.51,0
375,CPOOLClearpool,CPOOL,8217464005.0,14.0,50626747950.0,116836739.0,1.84,-0.5,8.55,0
376,GNSGains Network,GNS,8210004100.0,245.0,2797409109.0,235781678.0,0.69,-1.07,-0.96,0
377,DEGENDegen,DEGEN,8218065835.0,1.0,1183430157041.0,1631318591.0,-0.23,-15.08,-25.36,0
378,SNTStatus,SNT,8156846423.0,2.0,324365736976.0,259406282.0,0.52,-1.43,-5.61,0
379,PORTALPortal,PORTAL,8114143947.0,37.0,18498982361.0,982996470.0,2.39,-3.29,-13.12,0
380,MPLXMetaplex,MPLX,8074501282.0,32.0,20760261122.0,219054207.0,0.63,12.96,9.52,0
381,MVLMVL,MVL,8057222474.0,0.0,2095092946706.0,501694084.0,0.14,-0.25,-2.35,0
382,PHBPhoenix,PHB,8038922534.0,160.0,4191592050.0,625809203.0,1.29,-0.2,-1.87,0
383,CTKShentu,CTK,8030804296.0,59.0,11323261152.0,145716486.0,0.53,-1.9,-10.88,0
384,WENWen,WEN,8025621514.0,0.0,60735256757918.0,1125538973.0,0.2,-9.61,25.65,0
385,SFUNDSeedify.fund,SFUND,7980245313.0,129.0,5133015759.0,535986296.0,0.4,-2.22,-4.02,0
386,RIFRootstock Infrastructure Framework,RIF,7973484469.0,8.0,83460000000.0,119822854.0,2.15,-0.96,-3.31,0
387,PUNDIXPundi X (New),PUNDIX,7963554565.0,31.0,21573712024.0,169026363.0,1.12,-0.76,-3.35,0
388,SYNSynapse,SYN,7932603675.0,43.0,15480605558.0,236430078.0,0.39,-1.29,-6.3,0
389,ORCAOrca,ORCA,7907290674.0,155.0,4259558786.0,70939498.0,1.09,-1.07,0.91,0
390,LOCUSLocus Chain,LOCUS,7837352529.0,4.0,173685500203.0,447926398.0,0.38,-3.05,87.15,0
391,REZRenzo,REZ,7800679454.0,7.0,95979000000.0,2556190346.0,0.65,-6.24,-20.01,0
392,XYOXYO,XYO,7786560943.0,1.0,1124769362374.0,65804120.0,-0.22,0.01,3.76,0
393,HIGHHighstreet,HIGH,7771331329.0,154.0,4203545692.0,1159333930.0,1.63,-0.76,-9.11,0
394,DRIFTDrift,DRIFT,7726263931.0,44.0,14540104249.0,2819352829.0,0.45,4.64,14.0,0
395,CREAMCream Finance,CREAM,7706559609.0,4153.0,154873300.0,867372489.0,2.46,6.48,-28.04,0
396,HOOKHooked Protocol,HOOK,7661176982.0,47.0,13664704328.0,316337854.0,1.6,-1.53,-2.14,0
397,STRAXStratis [New],STRAX,7607622787.0,4.0,161705059654.0,155855207.0,0.64,-1.1,-1.02,0
398,VRSCVerusCoin,VRSC,7605768472.0,99.0,6398030664.0,264902.0,0.62,-1.59,-0.03,1
399,STEEMSteem,STEEM,7585841980.0,16.0,38854437278.0,132474556.0,1.56,-1.66,-2.93,0
400,WINWINkLink,WIN,7550555342.0,0.0,82934357172421.0,1532161518.0,0.36,-1.07,2.53,0
401,USDXUSDX [Kava],USDX,7566708024.0,68.0,9311403853.0,24263157.0,0.3,0.9,-0.22,0
402,ATORATOR Protocol,ATOR,7241002119.0,113.0,5381916598.0,14939.0,0.18,-15.96,-10.54,0
403,PEIPEIPeiPei (ETH),PEIPEI,7429348221.0,0.0,3.392068700475829e+16,10194888712.0,0.9,-5.42,154.08,0
404,AITECHSolidus Ai Tech,AITECH,7362061016.0,11.0,54466612185.0,800242940.0,1.33,3.0,-2.56,0
405,ELONDogelon Mars,ELON,7349667790.0,,4.587402019751879e+16,144990968.0,0.09,0.92,3.85,0
406,BLZBluzelle,BLZ,7326836806.0,17.0,35946558093.0,1062109707.0,-0.05,1.14,-24.2,0
407,HFTHashflow,HFT,7301921826.0,18.0,34698717087.0,304127405.0,2.4,-0.28,-1.47,0
408,BAKEBakeryToken,BAKE,7265617144.0,25.0,24184246932.0,2458447502.0,2.31,2.49,7.14,0
409,MAGAMAGA,MAGA,7239990083.0,0.0,32571007446806.0,2330829317.0,1.41,-10.36,-37.63,0
410,LQTYLiquity,LQTY,7205468273.0,75.0,8031512121.0,807404559.0,1.69,-0.04,1.8,0
411,ZCXUnizen,ZCX,7182220573.0,10.0,57819084459.0,770700687.0,2.23,4.99,-8.74,0
412,WZRDBitcoin Wizards,WZRD,7148510161.0,341.0,1752660000.0,20133557.0,2.09,-6.03,2.35,0
413,STGStargate Finance,STG,7007955092.0,34.0,17054084283.0,3198434492.0,1.31,-0.39,4.4,0
414,LUSDLiquity USD,LUSD,6983775061.0,83.0,6995302389.0,27386397.0,-0.01,0.06,0.06,0
415,DKAdKargo,DKA,6975091799.0,2.0,351957774972.0,35949227.0,0.5,-2.5,-2.96,0
416,LEVERLeverFi,LEVER,6958947463.0,0.0,2742448435919.0,513603993.0,1.82,-0.07,18.27,0
417,TOKENTokenFi,TOKEN,6942938500.0,7.0,83461651590.0,365255930.0,2.35,0.7,-5.52,0
418,MEMEMEMETOON,MEME,6877801893.0,1.0,469997132992.0,3799822715.0,-0.16,0.15,2.19,0
419,TLOSTelos,TLOS,6865570078.0,18.0,31345378915.0,835398712.0,0.51,-0.19,14.08,0
420,LYXLUKSO,LYX,6834850539.0,224.0,2548526798.0,11030741.0,0.61,-0.61,8.54,0
421,STPTSTP,STPT,6777897435.0,3.0,162114396819.0,215372536.0,0.33,-1.78,-0.37,0
422,DAODAO Maker,DAO,6769715935.0,45.0,12518723831.0,400280169.0,1.11,0.08,-0.25,0
423,HTHuobi Token,HT,6750573716.0,42.0,13540036620.0,21333127.0,0.01,-4.22,-2.39,0
424,SCRTSecret,SCRT,6736835783.0,25.0,22647312921.0,89875320.0,0.83,-2.35,-4.55,0
425,RBNRibbon Finance,RBN,6708089905.0,43.0,13136288521.0,125014317.0,2.75,-0.21,-0.42,0
426,DIONEDione Protocol,DIONE,6669222333.0,1.0,793776670464.0,32605068.0,0.74,-2.77,2.74,0
427,BNTBancor,BNT,6638948637.0,53.0,10515887974.0,175390856.0,0.96,-1.21,-0.42,0
428,ARKArk,ARK,6530636252.0,36.0,15178289652.0,813572921.0,0.28,0.12,-11.11,0
429,CGPTChainGPT,CGPT,6497727139.0,13.0,42885329102.0,660828852.0,0.96,-2.25,-10.68,0
430,EULEuler,EUL,6468235129.0,410.0,1316500293.0,90027300.0,0.6,15.91,7.53,0
431,PNGPangolin,PNG,6458897124.0,30.0,18225491620.0,52654497.0,0.43,-2.6,-4.93,0
432,NFPNFPrompt,NFP,6449175286.0,26.0,20865000000.0,916359920.0,2.52,-1.83,-9.19,0
433,MTLMetal DAO,MTL,6445150093.0,97.0,5557508592.0,1579902891.0,1.64,1.57,-16.4,0
434,DODODODO,DODO,6414710645.0,10.0,51295994327.0,396364476.0,1.67,-2.15,-5.64,0
435,MBXMARBLEX,MBX,6332655194.0,50.0,10653322975.0,128696488.0,-0.38,-2.05,-5.34,0
436,AGLDAdventure Gold,AGLD,6314395481.0,82.0,6452292683.0,448380254.0,1.83,-2.66,-6.73,0
437,POLYPolymath,POLY,6296822895.0,7.0,77200367549.0,2060043.0,-8.16,-21.58,-31.62,0
438,AURORAAurora,AURORA,6287753547.0,13.0,40044627038.0,38387510.0,0.51,0.95,5.3,0
439,FORTForta,FORT,6272428121.0,15.0,35545628355.0,47665926.0,-0.41,-1.06,-3.64,0
440,ALICEMyNeighborAlice,ALICE,6267134921.0,93.0,5668046772.0,852133527.0,1.68,-1.46,-6.91,0
441,MYRIAMyria,MYRIA,6256682223.0,0.0,1719107478820.0,86631230.0,1.38,-0.24,-7.47,0
442,FRONTFrontier,FRONT,6197063157.0,69.0,7511400000.0,1042956888.0,1.49,-6.27,-11.28,0
443,SLGSLG.GAMES,SLG,6180295709.0,13.0,40440384426.0,,0.0,0.0,1.7,0
444,DADDYDaddy Tate,DADDY,6077151835.0,10.0,48756357938.0,996218203.0,-2.02,3.23,-7.83,0
445,UQCUquid Coin,UQC,6067794049.0,607.0,834600000.0,69924541.0,0.07,0.08,1.6,0
446,MBOXMOBOX,MBOX,6062244710.0,19.0,26267307795.0,287376650.0,1.19,-2.87,-2.11,0
447,VELOVelo,VELO,6056245689.0,1.0,616809093159.0,1580642514.0,0.03,-3.23,-25.16,0
448,OXTOrchid,OXT,6055872206.0,6.0,81772364354.0,119996451.0,1.28,-1.04,-1.25,0
449,ERGErgo,ERG,6034988677.0,79.0,6356354996.0,69181914.0,-0.33,-0.63,0.56,1
450,SNEKSnek,SNEK,6031351407.0,0.0,6112221731036.0,86321426.0,0.56,1.59,6.86,0
451,TNSRTensor,TNSR,6029409043.0,48.0,10432500000.0,2710745997.0,2.26,-3.27,-7.22,0
452,KWDKWD,KWD,6021817521.0,56.0,8932241568.0,,0.0,0.0,-0.4,0
453,MANEKIMANEKI,MANEKI,6010994261.0,1.0,702974166714.0,1361643390.0,1.47,-8.11,2.02,0
454,CUDOSCUDOS,CUDOS,5969856326.0,1.0,487669943061.0,40672729.0,0.03,-1.01,1.07,0
455,GFIGoldfinch,GFI,5947618076.0,204.0,2431630970.0,258146036.0,-0.3,-3.03,1.0,0
456,GPUNode AI,GPU,5924518601.0,63.0,7895710265.0,72005616.0,-0.15,4.38,-8.48,0
457,ALPHAStella,ALPHA,5885280049.0,7.0,73695180000.0,113054916.0,2.05,-0.76,-2.29,0
458,BUSDBUSD,BUSD,5882947258.0,83.0,5884885450.0,485904203.0,0.02,0.01,-0.05,0
459,RADRadworks,RAD,5854706481.0,113.0,4324519544.0,2381012062.0,0.76,3.21,15.88,0
460,MEDMediBloc,MED,5839976626.0,1.0,754134602554.0,108699556.0,0.35,-3.17,-10.88,0
461,ZKJPolyhedra Network,ZKJ,5839724576.0,97.0,5039605825.0,371673837.0,-0.1,2.69,1.49,0
462,ORBSOrbs,ORBS,5821689622.0,2.0,264377941162.0,235949432.0,1.1,-6.47,-5.32,0
463,ACAAcala Token,ACA,5812191456.0,6.0,85233524666.0,138914162.0,0.74,-1.09,-2.03,0
464,XVGVerge,XVG,5779559932.0,0.0,1378922050157.0,158286480.0,1.65,-1.35,-2.34,1
465,HASHAIHashAI,HASHAI,5759690192.0,0.0,7057779768285.0,12392558.0,0.26,6.05,-16.33,0
466,RDNTRadiant Capital,RDNT,5741755222.0,10.0,48445637109.0,1305358216.0,1.5,-0.89,-5.72,0
467,MAVIAHeroes of Mavia,MAVIA,5704077539.0,149.0,3190191732.0,1033244314.0,2.24,-1.29,-3.15,0
468,DARMines of Dalarnia,DAR,5693331647.0,10.0,46508735738.0,408122905.0,1.35,-3.12,-2.62,0
469,LOOMLoom Network,LOOM,5659275961.0,5.0,102177649147.0,274898712.0,1.31,-1.32,-3.13,0
470,NOIASynternet,NOIA,5640489782.0,8.0,60888501476.0,51256542.0,2.11,-7.1,-29.29,0
471,WXTWirex Token,WXT,5615818506.0,1.0,834600000000.0,98938575.0,0.02,1.08,12.74,0
472,ACSAccess Protocol,ACS,5544772430.0,0.0,2961517027644.0,155107656.0,0.18,1.16,1.03,0
473,ARPAARPA,ARPA,5574633333.0,4.0,121800580735.0,335882684.0,1.59,-0.74,-5.25,0
474,QIBENQI,QI,5511524302.0,1.0,391296901276.0,123149570.0,1.75,-1.53,-1.22,0
475,RARESuperRare,RARE,5477422463.0,8.0,58549155984.0,107957263.0,0.41,-1.4,-2.37,0
476,BFCBifrost,BFC,5477031369.0,4.0,115728854551.0,61069184.0,0.56,-3.8,3.56,0
477,RACARACA,RACA,5471630673.0,0.0,30699527609759.0,311332173.0,1.09,-0.52,-2.71,0
478,ARDRArdor,ARDR,5454145386.0,5.0,83376497853.0,307720525.0,0.68,-0.74,-3.18,0
479,KARRATKARRAT,KARRAT,5417257651.0,53.0,8534086624.0,419299952.0,-2.52,-8.37,-16.42,0
480,EWTEnergy Web Token,EWT,5411042635.0,180.0,2508986037.0,74156046.0,-0.46,3.35,-8.45,0
481,GTCGitcoin,GTC,5366261004.0,81.0,5532651367.0,439379677.0,1.48,-4.66,-3.18,0
482,MAVMaverick Protocol,MAV,5330988471.0,21.0,20865000000.0,773680460.0,2.67,-2.84,-15.17,0
483,GHSTAavegotchi,GHST,5298718495.0,100.0,4402331471.0,104461624.0,0.87,-0.79,-5.13,0
484,VELOVelodrome Finance,VELO,5306277551.0,7.0,59791062567.0,134375775.0,0.0,-2.72,-8.44,0
485,BADGERBadger DAO,BADGER,5299640061.0,261.0,1690633112.0,295558484.0,1.61,-3.57,-3.22,0
486,NKNNKN,NKN,5277673639.0,7.0,64727810619.0,170408628.0,1.38,-0.8,-1.24,1
487,HYPCHyperCycle,HYPC,5264986217.0,34.0,12946544047.0,4812471.0,1.21,0.77,11.07,0
488,ZBCNZebec Network,ZBCN,5162852626.0,0.0,4246749376420.0,345376092.0,0.04,1.65,-4.78,0
489,PIRATEPirate Nation,PIRATE,5097888864.0,21.0,19847917047.0,1487817717.0,-3.21,5.46,31.64,0
490,DORADora Factory,DORA,5126074057.0,10.0,44841148101.0,127461531.0,0.15,3.07,-11.21,0
491,COLClash of Lilliput,COL,5119919133.0,62.0,6849929424.0,8405340.0,0.39,-2.05,0.24,0
492,AEURAnchored Coins AEUR,AEUR,5103440790.0,89.0,4758021633.0,62779697.0,-0.04,0.04,0.15,0
493,HIFIHifi Finance,HIFI,5080353584.0,39.0,10863599527.0,350468737.0,1.73,-0.61,-5.09,0
494,GEARGearbox Protocol,GEAR,5030331833.0,1.0,443850214160.0,51106230.0,0.16,1.79,-6.94,0
495,OGNOrigin Protocol,OGN,5016584052.0,9.0,48962540026.0,297267160.0,1.54,-0.32,-3.55,0
496,vBUSDVenus BUSD,vBUSD,5015100968.0,2.0,224905543426.0,,0.02,0.01,-0.04,0
497,GFGuildFi,GF,4960805063.0,20.0,21048854117.0,64431.0,0.0,1.54,-1.48,0
498,ALEPHAleph.im,ALEPH,4919505550.0,20.0,20633021428.0,75808721.0,-0.8,-2.07,-1.85,1
499,BETABeta Finance,BETA,4928283872.0,6.0,69170636381.0,2372584605.0,-0.78,-11.0,66.45,0
